Tweet,Emotion
Although this is my best semester so far this is also my most depressing because I'm constantly reminded that I'm not meant for greatness,sadness
I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,anger
@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,sadness
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger
@XemitSellsMagic add tracking but resent them,anger
Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity,fear
A good head and a good heart are always a formidable combination.' - Nelson Mandela,fear
@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,fear
I have a job interview with @BarclaysUK in Loughborough next month !!!,fear
@HytheHighborne -Sylvia was elated to receive kisses from the little prince her bright smile clear as she glanced to Garrett and Elyse- --,joy
@Dak2future decorations are up all over Jersey already,anger
#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,fear
Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke na☹',sadness
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,anger
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear
@Christy_RTR @doge_e_fresh I'm despondent,sadness
@NebulaJoker No they aren't. Episodes are animated during the week before they air.,joy
@Sirenja_ @JaxOfBo (like hope i didn't offend with my commentary - it wasn't what I was intending!),anger
@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,anger
@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,fear
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy,anger
“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master cheerfully expectant.' Romans 12:11-12,joy
Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,fear
@LFC What an awful team,fear
#recession #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb,sadness
Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness
The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,sadness
I'm so over having anxiety,fear
@macmel19 come play madden at my house after school,anger
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,fear
Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat,anger
@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck,anger
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,joy
@inthefade going back to blissful ignorance?!,anger
@brendancoots where's your outrage that your party nominated a lying corrupt person? And received donations from nations who support terror,anger
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,anger
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy
@LeonWobYP b***er off. NCFC is a grudge match :),anger
To com sede de milk shake,fear
Sharpened a pencil today haven't sharpened once since 1999. ✏️ #exhilarating,joy
Angelino's been horrific,fear
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,joy
#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,fear
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear
CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions seek #th…,joy
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger
@jennylhowe I am angry at the student for being a racist and the teacher for not stopping it and at the class for letting it go by.,anger
@SoCalValerie this one was Apples attempt to make muslims happy 🕋,joy
Feeling worthless as always,sadness
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger
My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness
Congress attended by midterm liveliness differently constraints: qmiv,joy
Ready for that nice breezy calm sunshine weather.🍂🍁 #Autumn,joy
Finally made my #fury #warrior guide. Let me know your thoughts,anger
$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,joy
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness
Caballero having a nightmare #sweeperkeepernot,fear
@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear
Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,anger
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂,anger
@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,fear
@JordanChariton If that doesn't out Dem's in panic mode then I don't know what will...,fear
Starting at 22 minutes this week's @bestshow4life is straight-up paradigm shift level mirth.,joy
@LoisJoanneLane Wagging his tail at the praise he paused tilting his head as she took the frisbee from him letting out a playful -,joy
I never let anything below me concern me.,fear
@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money,fear
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,fear
Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,anger
Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational,joy
@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,anger
When I walk in darkness of despondency Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25,fear
@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,anger
#ObamaLegacy - weekly #riots and #terror attacks &gt;400k dead #Syrians #Jews fleeing #persecution in Europe #Christian #genocide in ME.....,fear
Anger that you are willing to take out on people &amp; the world in general &amp; ALL #police is WORST most indefensible kind of #anger.,anger
I feel like I am drowning. #depression  #falure #worthless,fear
As #life gets longer #awful feels #softer well it #feels pretty soft to me. #modestmouse @modestmouseband,fear
@macmacm43 jeezus God #dark,sadness
@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?,joy
Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on,sadness
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,fear
@Mc_Cabe_Conor This is it. The complete illiteracy around the role nature and extent of British agents is shocking.,fear
Let's refuse to live in #fear -  #c$%t,fear
At the end of the day I know that my kids will never worry about me leaving them 💕,fear
@Wild_Lucario_ *chuckles* did I scare you?,fear
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness
If you truly want more of God in your life it requires letting go of some of the old things to allow new things to flourish. #stop,fear
i started glee from the beginning n i'm crying they were such babies i love my children,joy
@BitchestheCat Look at those teef! #growl,anger
@JaredLeto Jared + #snap? 💘,anger
@TrevorHMoore @paget_old In Scotland the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.,anger
warning: i am a sensitive angry insecure baby today but UGH why do people at large either hate or ignore me bc it is literally~the worst~,anger
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse).,anger
I am worried that she felt safe. #unhappy,sadness
@bumbleb33tuna door and cleared his throat trying to dispel any nervousness he had left.,fear
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,sadness
@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon,fear
Happy birthday to Stephen King a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.,fear
@cburt43 turn that frown upside down,anger
It's easy to hold a grudge harder to let go.,anger
@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,anger
@JoaquinPutoAmo vas a ir al de the amaity affliction?,sadness
The most depressing part of being ill is that your taste goes 😫,sadness
Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday too cute..hurry up November ✈️,sadness
@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness
If I'm working and I know you're working. keep in touch with other woman cuz you make me nervous... #OffTop,fear
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,fear
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,anger
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠  #Rooney #mufc,anger
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,joy
Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear
@AphoticSanguine —but be a little playful. \n\nHe hesitantly pulls away just enough so he could get words out lips brushing against—,joy
@WellerMonica Hi Monica I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY,anger
Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,anger
My ukulele bag has fallen apart.  WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness
I miss my dread head 😩,fear
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear
@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,fear
SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger
When a guy comes on the train that smells like a mixture of a damp dog old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly,fear
@d6vey you are grim mate,sadness
Somebody who has braved the storm is brewing.,joy
@steenfox I'm feeling the exact same way. Also I read this in Akon's voice it provided me with a hearty chuckle,joy
rose incense are the best thing I've ever bought,anger
A little nose irritation and a little more chills on my body. I'm so not into flu into flu into flu #FallSongs,anger
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy,joy
we never taste happiness in perfection our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed,sadness
That free kick from Rooney was awful,fear
Accept the challenges so that you can feel the exhilaration of victory.' - George S. Patton,joy
I wish I could fast forward 3 months from now I'll know then where I'm at with my girl my classes and basketball. Rn I have pure #anxiety,fear
People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,joy
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness
hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger
Caballero is shocking,fear
@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear
Honestly don't give af who wins out of us and pine I'm just worried about getting drunk Saturday night😂,sadness
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,joy
Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,fear
@Austin4evaLEEDS fuming!,anger
#twd comes on soon #happy,joy
Everything is far away because time is short no rest for the weary.,sadness
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!,anger
My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sadness
Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,fear
@JackHoward the Christmas episode genuinely had me in tears of laughter,joy
me: wow today's such a good day \n*an hour later: burns food gets sick spills boiling hot water on myself*\nme: never mind,anger
Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,anger
Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.,fear
Fuck being shy I'm trying to be up in them thighs.,fear
As if he heard my thought on the ether my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just,anger
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet.,fear
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,sadness
Crossfit houston-la homefolks as for spry proprieties regimes: AJaFUE,joy
#terror @sjdonghaev i love you,fear
Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times,fear
I swear if @devincameron23 blocks me I'm going to hit her back #revenge,anger
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know.,joy
#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,joy
In 2016 Black people are STILL fighting to be recognized as human beings. #cantsleep,anger
Multitasking .... I may have to induce these seeds of mine to sleep. #restless,fear
@wowairsupport it world be great if the live support was actually helpful,fear
@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,fear
What do Aquila Ajahnae and Euriechsa have in common besides ridiculously stupid horrible ugly God awful names? Tracey IS NOT their father,fear
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. #rage,anger
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,fear
@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉,anger
@jenhasonen it is supposed to be #dark and #gritty though,sadness
- blood and mucus and he chokes and has to swallow mirth cut too short. 'Wrong answer.' It takes some awkward movements - @PersuasiveFuck,joy
@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness
whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,anger
I feel really nervous or anxious. Idk. My leg keeps shaking. Hmm,fear
@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,fear
@eileen_davidson on RHOBH you just do not want to assume an affair while you were married so you criticize @LisaVanderpump!,fear
@Samkingftw nahh thats grim,sadness
S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃,anger
You don't know what to expect by Brendon's video lmao LA devotee video got me shook,fear
Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,fear
@midnight #EndTrumpweek please it's #depressing me.,sadness
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it,fear
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,fear
I should really study today for chemistry but playing madden is just way more fun.,anger
@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness
As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,joy
@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,anger
I bet @mmunro91 is fuming with our draw 👀,anger
Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy
@residentadvisor thanks for getting back to me exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice,fear
@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland so I really miss them...,sadness
Most snapchat filters look terrible when you have glasses on,fear
@jtkola @danmericaCNN she's still younger and more spry than trump,joy
@TetraVariations I don't need a mask but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious,sadness
#twd comes on soon,joy
I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear
Learning how to use twitter #lost,sadness
I just poured boiling water on my foot.. now my cup of tea is less enjoyable but worse my football career is foiled.,anger
Everyone is raging,anger
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED,anger
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE,fear
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear
@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,sadness
#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,joy
@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness
#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear
#Pakistan is ‘terrorist state’ carries out #war crimes: #India to @UN.\n #UNGA  #UN,fear
All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness
It's 5:55am. I'm hungry but there is no food. #panic,fear
Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did I still cringe when i hear it,sadness
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either,anger
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,sadness
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger
It would appear it's a good year for the #blues,sadness
@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;,joy
LMAO this person must hate me so bad to talk shit behind an anonymous account #awe /:,fear
Moment of levity n Charlotte dude on rollerblades goes skating through protesters. Better if he was wearing short shorts &amp; blowing a whistle,joy
oh btw - after a 6 month depression-free time I got a relapse now... superb,sadness
Drop every fear...,fear
What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?,anger
Don't wanna really go out but I can't say no. Deffo have a fear of missing out,fear
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy
At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear
@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy
@stephtikkanen oh so true so true.,fear
@corruptmelon now im feeling the,fear
the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger
So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear
@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,anger
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,anger
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,anger
srry my feelings offend u 🤗,anger
😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness
is it bad that kurt is literally me..? #glee,joy
Forgot to eat dinner and now I'm furious with everything and everyone,anger
TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters,sadness
#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad,sadness
That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear
@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,anger
Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox so...,anger
untypical kinda Friday #dull,sadness
sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness
Fuking fuming 😤,anger
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,anger
@thomeagle Just to help maintain and boost our status as a world class centre for education culture and tolerance. #outrage,anger
onus is on Pakistan' : @MEAIndia after #Uri #terror attack,fear
A guy was raging so hard during a rocket league game when i beat him he started crying and i was laughing so hard lol,anger
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,anger
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool,fear
#PeopleLikeMeBecause they see the happy exterior not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz,fear
Regardless of your age or station in life it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote,fear
@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness
“Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.',fear
@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking 😕,fear
@IndigoHawthorne Then u understand that rage is often not pretty or controlled or rational - it is often visceral-not always logical.,anger
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,fear
We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose,fear
Chart music is pretty much ALL the same.. #horrific,fear
3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕,fear
Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate,fear
@Markgatiss I'm surrounded by those Trump voters. You're right it is fucking terrifying. #redstate,fear
@Slippus @PureGym  yeah I received a fine today which I am furious about currently appealing it after being a member for so long...,anger
the rappers who stayed true to the game is rich.,sadness
@Bluebelle89 @lsmith855 liking the optimism,joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences.,joy
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger
@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck kissing him back*,joy
Never make a #decision when you're #angry and never make a #promise when you're . #wisewords,joy
Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific I'm all in.,fear
When your body says FUCK YOU BITCH You ain't sleeping\n #sleep #cantsleep #drained,fear
3 #tmobile #stores #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime,fear
i lost my wallet lol.... again....,sadness
@GoPro your UX online is appalling! No clear save button not being able to use any generic TLD's #unhappy,sadness
I think our defense here at USC is playing well we just need to fix a few things on offense and we can win the PAC 12 this year',anger
@jellzybean cheer up punkin',joy
@TDsNation only good thing in madden is DC,anger
LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate let me sow love — Where there's injury pardon — Where there's despair hope,sadness
The Quarterback' wrecks me every time..,joy
If u know anything about football help me out here who should I start,fear
💥⚖️Yeah‼️ PAUL‼️⚖️💥 #joyous #glorious #BB18,joy
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind,sadness
Omg he kissed her🙈 #shy #w,fear
Today I reached 1000 subscribers on YT!! #happy #goodday #thankful,joy
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,sadness
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,fear
@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear
When you just want all the attention #cantsleep #nervous,fear
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless,fear
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! #nervous,fear
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete..,fear
They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear
Those were the times I thought I can never be sober. But still His grace are beyond my limits 🙏🏾,sadness
incetown age 23 joyful elevated in hope with the,joy
Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday any chance of a refund!!,fear
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear
Eating an egg is grim you are eating the material embodiment of a fart and an unborn chick,sadness
@AnsarAAbbasi John Kerry fckd u chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak,fear
@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,anger
Swear to God don't get a smart meter from your power company 8 months of daft bills 6 visits from British Gas  #stressed,fear
@jk_rowling @Riverfeather207 Donald Trump in the White House,fear
@jndtech horrible.,fear
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas!,anger
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,fear
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear
After what just happened. In need to smoke. #burning,anger
@fluffysoftlouis no no. I insist that you give me your best insult first,anger
@lhbrown1990 @Jimcummingsacme I'm afraid to look!,fear
Cover it up with a smile maybe it'll get better,joy
I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear
As if he heard my thought on the ether my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry,anger
@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,sadness
Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,fear
It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,fear
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,sadness
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done,joy
Yesterday  on 21 Sept. 2016  i installed a new stratagem including audacity by rejoicing at Harbour tower i will tenaciously follow up up.,joy
I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player,fear
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL,joy
#welfarereform should not be a 'model' for #snap.,anger
@7we4k LordDerply for it. It's like yugioh for animated shows!,joy
Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,sadness
I realized that it is not #death that I #fear but it is the act of dying. \n#life,fear
@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,joy
She'll be bribing her parents with hearty laughter and giggles :) #Loveet,joy
im on holiday for the next round fuming!,anger
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
What's up Cowboys? #horrible,fear
@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class  no digs  no revenge  a total balanced pro ! 👏👏👏,anger
@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,joy
#RIP30 Heaven is rejoicing because they've gained an angel the Keifer family are in my prayers 💙🙏,joy
@RyuRedwings2 and I have discovered you can now send animated gifs over the updated iMessage,joy
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness
The two Brians @BlackEyedNBlues &amp; @onthehorn500 also known as the Nigella Lawsons of #blues &amp; #pizza.,sadness
