Tweet,Emotion
Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon 'Deteriorada',sadness
Take heart amid the deepening somberness that your dog is finally getting enough cheese. ― National Lampoon 'Deteriorada',sadness
Take heart amid the deepening gloominess that your dog is finally getting enough cheese. ― National Lampoon 'Deteriorada',sadness
Take heart amid the deepening gloom that your dog is eventually getting enough cheese. ― National Lampoon 'Deteriorada',sadness
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,joy
I'm ever so cheerful,joy
Paranoia is a fear every races has,fear
Paranoia is a fright every races has,fear
Paranoia is a dread every races has,fear
Paranoia is a fearfulness every races has,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
@Joey7Barton I remember Joey slagging England player's off bringing out book after crap tournaments..same same..crap player #bully,fear
@Joey7Barton I remember Joey slagging England player's off bringing out Book after crap tournaments..same same..crap player #bully,fear
ESPN just assumed I wanted their free magazines,anger
Love the new song I can't stop thinking about you by .,anger
Anytime @perezed gets near a mic someone needs to smack him w a bat. @BBTN #awful #marblesinmouth,fear
Anytime @perezed gets near a mic someone needs to slap him w a bat. @BBTN #awful #marblesinmouth,fear
I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness
tesco. why OH why cant my Visa electron be accepted on line  I am 55  NOT 15 ?? #shocking,fear
Yeah no. I don' mind tweetin' that twice. #snap #blm #likeThat,anger
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out,fear
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worry that Jack will steal his girls on a night out,fear
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's upset that Jack will steal his girls on a night out,fear
@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow ! #GOPATS,fear
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear
is it bad that kurt is literally me..?,joy
Do not truck the delight; delight the truck.,joy
Do not truck the joy; joy the truck.,joy
Do not truck the pleasure; pleasure the truck.,joy
Ive learnt that a #smile and good #morning goes a long way and saying #thankyou goes even further.  #quote #retweet #inspire,joy
Ive learnt that a #smile and well #morning goes a long way and saying #thankyou goes even further.  #quote #retweet #inspire,joy
Forever raging 😏😂😭,anger
don't give someone power by letting their words offend you,anger
don't give someone power by letting their word offend you,anger
don't give someone power by letting their Word offend you,anger
don't give someone power by letting their words scandalize you,anger
#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early forcing your guests to sober up before driving.,sadness
@RealMichaelKay Annoys me to about the Ortiz tribute too how would the Oriole fans and organization feel if Yanks did that to them?,fear
@RealMichaelKay Annoys me to about the Ortiz tribute too how would the Oriole fans and organisation feel if Yanks did that to them?,fear
A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger
A black female LEO💙 was shooting 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger
A black female LEO💙 was shoot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger
What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger the constant waiting.. what u do ? @ritujai18874,anger
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
In my room 101 would go  Russell Howard Tom Odell Michael Buble!!! #pants #nogood #dire,fear
Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,fear
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,joy
It's an exhilarating sense. Working hard and sense accomplished whether they notice or not--- you feel fu*king good 🤑,joy
It's an exhilarating feel. Working hard and feel accomplished whether they notice or not--- you feel fu*king good 🤑,joy
It's an exhilarating feeling. Working hard and feeling accomplish whether they notice or not--- you feel fu*king good 🤑,joy
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king well 🤑,joy
She used to be beautiful but she lived her life too fast - Forest City Joe #blues #blinddogradio,sadness
She used to be beautiful but she lived her life-time too fast - Forest City Joe #blues #blinddogradio,sadness
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness
@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger
@GarthJennings love #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,anger
Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  #love,joy
Did u laughter today? Laugh hard? I hope so..we NEED laughterter now.  #love,joy
Did u joke today? Laugh hard? I hope so..we NEED joketer now.  #love,joy
Did u laugh today? Laugh hard? I hope so..we NEED laugh now.  #love,joy
I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,sadness
I told my chiropractor 'I'm here for a well time not a long time' when he questioned my habits and yet again I have unnerved a doctor,sadness
The word happiness would lose its meaning if it were not balanced by sadness.,sadness
Good morning! Welcome the new day into your life and your heart #mindfulness  #zen,joy
Good morning! Welcome the new day into your life-time and your heart #mindfulness  #zen,joy
@iJuvia_ \n\nHearing the noises Akame opened her eyes and sat up facing Juvia. She didn't expect at all to see someone around and staid --,sadness
Kinda wished I watched mischievous kiss before playful kiss,joy
Kinda wished I watched mischievous snog before playful snog,joy
Kinda wished I watched mischievous snog before playful snog,joy
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,anger
Anger that you are willing to take out on people &amp; the world in general &amp; ALL #police is WORST most indefensible kind of .,anger
Anger that you are willing to take out on people &amp; the world in general &amp; ALL #police is WORST most untenable kind of .,anger
Anger that you are willing to take out on people &amp; the world in general &amp; ALL #police is WORST most indefensible sort of .,anger
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,sadness
Shantosh: How mad would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,sadness
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffer from depression or such? …,sadness
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is woe from depression or such? …,sadness
Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,joy
How I Murdered Your Mother #SpookyTv #horror,fear
@economictimes World knows #Pakistan is an epicentre of #terror. The #pakistan speech in UN has define their agenda,fear
@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage,anger
@stephenfhayes Mustard gas = hostile work environment not #terrorism; call #OSHA not #military,fear
@stephenfhayes Mustard gas = unfriendly work environment not #terrorism; call #OSHA not #military,fear
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings,fear
@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),fear
@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head you're both hilarious like gleeful little boys 😂😂,joy
@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head you're both uproarious like gleeful little boys 😂😂,joy
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger
@Matt_Lat fuming ain't the word,anger
last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
last nigt i dream \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
last nigt i daydream \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
last nigt i dreamt \nthat somebody love me\nno hope no harm\njust another false alarm,fear
- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -,joy
- the joyous occasion of laugh at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -,joy
@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.,fear
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,fear
Tho we haven't talked Jeff but the news is so sorry and shocking. R.I.P Jeffrey,fear
Should of stayed in Dubai 😞,sadness
@Meruna_  as a musician I can tell you that more people get discouraged when learning because of shitty instruments than anything else.,fear
@Meruna_  as a musician I can tell you that more people get discouraged when learning because of lousy instruments than anything else.,fear
@Meruna_  as a musician I can tell you that more people get discouraged when learning because of crappy instruments than anything else.,fear
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious,joy
@tttinplay nice. why are u fuming then 😂,anger
By officialy adopting #BurhanWani a #Hizbul terrorist #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA,fear
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,joy
@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,sadness
So much news about Pakistan Afghanistan etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.,joy
Do not be angry with God because you do not get what you want for God gives most when you expect least.,anger
Do not be furious with God because you do not get what you want for God gives most when you expect least.,anger
Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy
@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket thank you very much.,anger
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
This game has peeved me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
This game has miffed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
This game has annoyed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy
it didn't impress me but it didn't depress me',sadness
@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness
And with rich Fumes his sullen sences cheer'd.,sadness
And with rich Fumes his morose sences cheer'd.,sadness
Just put the winter duvet on ☃️❄️🌬☔️ #serious,sadness
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
one ep of desperation arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
one ep of despair arc made me glad but and then i'm going back to future arc and i'm upset again.,sadness
one ep of despair arc made me happy but and then i'm going back to future arc and i'm worried again.,sadness
@joey_coops yes Hun! Avoid at all costs!!,fear
Still can't log into my fucking Snapchat#Snapchat #snap,anger
@AskLloydsBank #worst exec complaints ever #horrific customer journey,fear
@AskLloydsBank #worst exec complaints ever #horrific customer journeying,fear
@pureleine though lately with how bad my depression has been i feel like my body is like just taking what little it can get,sadness
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger
Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy
Good morning! Welcome the new day into your life-time and your heart #mindfulness #smile #zen,joy
Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
Men in fury strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
Men in rage ten-strike those that wish them best.  #emotions #negative #positive #wish #ten-strike #martial #arts #control #believe #best #hope,anger
People’s deepest passions often scare them too much to admit even to themselves.,fear
I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark they'll find me.,joy
I want my highlight to be so bright that if I ever get lose and someone is looking for me in the dark they'll find me.,joy
I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark-skinned they'll find me.,joy
@MaxiNutrition order 321073 parcel 15502922895987. #awful #customercare by @DPD_UK tried to view calling card online. black image #noshow,fear
Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness
Romero is fucking horrific like seriously my 11 month old is better than him.,sadness
Romero is fucking awful like seriously my 11 month old is better than him.,sadness
Romero is fucking horrendous like seriously my 11 month old is better than him.,sadness
Romero is fucking terrible like seriously my 11 month old is better than him.,sadness
Romero is fucking atrocious like seriously my 11 month old is better than him.,sadness
@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,anger
it's pretty depressing when u hit pan on ur favourite highlighter,sadness
it's fairly depressing when u hit pan on ur favourite highlighter,sadness
it's pretty cheerless when u hit pan on ur favourite highlighter,sadness
it's pretty depressing when u hitting pan on ur favourite highlighter,sadness
... flat party and I instantly get bollocked about it.,anger
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger
@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me treat me like a dog disrespect me and even so,anger
@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not scandalize your Faith unless 1 persecutes me treat me like a dog disrespect me and even so,anger
@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me treat me like a dog discourtesy me and even so,anger
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,anger
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness
@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.,sadness
@InLuvWithAGhost I'm glower at you intensely until you watch plastic memories.,sadness
@InLuvWithAGhost I'm frown at you intensely until you watch plastic memories.,sadness
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?,fear
Watch this amazing live.ly broadcast by @kana_blender  #musically,joy
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,joy
pummeling cheerfully jauntily utterly one-sidedly makes us harder better faster stronger,joy
@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear
@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !,sadness
I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy
I'm so playful. lol I need somebody that'll joke with me all day long cause sick never get tired of it.,joy
Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him because he cares for you.#faith #leadership #worry #mindfulness #success,fear
Are you troubleing/worried?\n1Peter 5:7\nThrow all your trouble on him because he cares for you.#faith #leadership #trouble #mindfulness #success,fear
@Elaminova sparkling water makes your life sparkly,joy
@Elaminova sparkling water makes your life-time sparkly,joy
I got fever highs\nI got boiling blood,anger
I thought the nausea and headaches had passed but lol I feel awful today,fear
I thought the nausea and headache had passed but lol I feel awful today,fear
I thought the nausea and headaches had passed but lol I feel terrible today,fear
I thought the nausea and headaches had passed but lol I feel dreadful today,fear
I thought the nausea and headaches had passed but lol I feel horrendous today,fear
I thought the nausea and headaches had passed but lol I feel atrocious today,fear
I thought the nausea and headaches had passed but lol I feel terribly today,fear
@bt_uk why does tracking show my equipment delivered when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming,anger
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness
@BluesfestByron second artist announcement looking well #bluesfest2017  #Music #byronbay,sadness
I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,joy
I hate it when im sing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,joy
I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking mirth #MeanRikonaBot,joy
How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious gleeful important &amp; uplifting. Go see @stratfordeast!,joy
How marvelous to see a show with a token man for once! #GlasgowGirls was uproarious gleeful important &amp; uplifting. Go see @stratfordeast!,joy
How terrific to see a show with a token man for once! #GlasgowGirls was uproarious gleeful important &amp; uplifting. Go see @stratfordeast!,joy
How fantastic to see a show with a token man for once! #GlasgowGirls was uproarious gleeful important &amp; uplifting. Go see @stratfordeast!,joy
Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted been waiting for an appearance for ages #raging,anger
Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted been wait for an appearance for ages #raging,anger
Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted been await for an appearance for ages #raging,anger
Well stock finished &amp; listed living room moved around new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy,joy
And the weather so breezy man why can't life always be this easy,joy
And the weather so breezy man why can't life-time always be this easy,joy
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,anger
Zero assist from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,anger
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
When you're frightened to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,anger
@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the contumely they have claimed back.,anger
@DamnPatriot You're a POS for rejoicing in someone's death.,joy
@DamnPatriot You're a POS for joy in someone's death.,joy
@DamnPatriot You're a POS for exultation in someone's death.,joy
@DamnPatriot You're a POS for jubilation in someone's death.,joy
@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz,fear
Awe produces gratitude gratitude instills joy &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
Awe produces gratitude gratitude instills delight &amp; the harvest of delight is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
Awe produces gratitude gratitude instills joyfulness &amp; the harvest of joyfulness is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
Awe produces gratitude gratitude instills joy &amp; the harvesting of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
Awe produces gratitude gratitude instills delight &amp; the harvest of delight is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
Awe produces gratitude gratitude instills joyfulness &amp; the harvest of joyfulness is contentment.' \n\n–@PaulTripp #awe 😭😭😭,fear
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness
@BookOfKaells @quennell3_ no blues?!,sadness
@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy
@sardesairajdeep @narendramodi. U seem 2 b more glad abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy
@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u jubilant even @the cost of de country?,joy
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,sadness
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a sombre morrow No matter where the winds may blow”,sadness
@memorie_holiday @AngryOrchard about 2 wks ago playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.,anger
@memorie_holiday @AngryOrchard about 2 wks ago playing pokemon and not paying attention. Placed my elbow on a rails 3 inches from 4 no sting.,anger
honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear
honestly all my Friend do bnc i mean it and i am feeling #terrible hahaha,fear
honestly all my friend do bnc i mean it and i am feeling #terrible hahaha,fear
honestly all my friends do bnc i mean it and i am sense #terrible hahaha,fear
honestly all my friends do bnc i mean it and i am feel #terrible hahaha,fear
3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger
Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy
Accept the challenges so that you can feel the excitement of victory. George S. Patton #quote #yeg,joy
It's Thursday which means it's Grey's day #TGIT #rejoice,joy
@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,sadness
@BluesfestByron second artist announcement looking well #bluesfest2017 #blues #Music #byronbay,sadness
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,fear
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
#goksfillyourhouseforfree should be retitled fill your house with old rubbish repainted ... #shocking #junk #rubbish,fear
My nephews n cousins are nowhere near bad guys but they could be killed @ any moment by a cop that thought they were bc of their color #sad,sadness
My nephews n cousin are nowhere near bad guys but they could be killed @ any moment by a cop that thought they were bc of their color #sad,sadness
whats with these boxes when i search google on chrome  #distracting,fear
We Are Source!!\n\n #mindset #philosophy #thoughtsbecomethings #news #lifehacks  #you #LIFE #PleaseRT #ProblemSolving,fear
@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,sadness
.@Tolumanda love it! so true. As @Deedeey_ taught me fear can be an illusion. #coaching #fear #courage,fear
.@Tolumanda love it! so true. As @Deedeey_ taught me fright can be an illusion. #coaching #fright #courage,fear
.@Tolumanda love it! so true. As @Deedeey_ taught me dread can be an illusion. #coaching #dread #courage,fear
.@Tolumanda love it! so true. As @Deedeey_ taught me fearfulness can be an illusion. #coaching #fearfulness #courage,fear
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear
@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,fear
Jeans with fake pockets #horrible,fear
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy
@GOT7Official @jrjyp glad birthday jin young!!!!!! #PrinceJinyoungDay  #gladjinyoungday #got7 #glad #birthday,joy
The little sniffle at the end of the song gets me every time.,joy
Too fucking playful,joy
@Doubtism I'm not on about history or  other people I'm on about you. I've bullied no one I make three posts and you attack,fear
Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,anger
@StaceyDavidson_ You're a thief and a liberal mope investigated by the financial services board for theft of govt retirement funds. THIEF,sadness
@StaceyDavidson_ You're a thief and a liberal mope investigated by the financial services board for thievery of govt retirement funds. THIEF,sadness
@Cernovich It's like the horror movie The Hills Have Eyes...,fear
@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear
Omg I actually thought she was going to jump.  #SouthPark20 #southpark,fear
On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship,fear
On the drive house today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship,fear
Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now. #GrandDesigns,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such well cats! Very playful and sweet,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet-scented,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet-smelling,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet-flavored,joy
I am their fury. I am their patience. I am a conversation.,anger
❤︎I... I can't! I'm scared! Bees terrify me.,fear
@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗,sadness
@RiRiMathew even when we're combat I'm laughing. I probably have serious ingrained issues😂🤗,sadness
@RiRiMathew even when we're fight I'm laughing. I probably have serious ingrained issues😂🤗,sadness
Always hurting somewhere..... ALWAYS tired ....when are you lively ??,joy
Always hurt somewhere..... ALWAYS tired ....when are you lively ??,joy
#Taurus females are beautiful sparkling jewels glowing in the moonlight.,joy
#Taurus females are beautiful sparkling jewels glow in the moonlight.,joy
#Taurus females are beautiful sparkling jewels radiance in the moonlight.,joy
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all,fear
@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!,joy
@gatewaypundit Mostly animate audience I'd bet...green sceen folk...the ones that don't need air..!,joy
My nephews n cousins are nowhere near bad guys but they could be killed @ any moment by a cop that thought they were bc of their color,sadness
My nephews n cousin are nowhere near bad guys but they could be killed @ any moment by a cop that thought they were bc of their color,sadness
2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb,sadness
@dburka I'm not sure what's worse: that or the use of Comic Sans on a website (or anywhere else)  #comicsans,fear
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger
I wanna obliterate you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger
I wanna killing you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness
#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear
@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates we elect candidates. #fuming,anger
@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂,sadness
I'm so confused by the new American horror story 😩,fear
@Nick_Offerman I'll be there!! Can't wait for all the !,joy
@superbatlane it's true also that he doesn't escape until almost all the car sunk,sadness
@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕,fear
@CP24 And I hope when the police met him at the subway that they took him straight to jailhouse 😕,fear
@CP24 And I hope when the police met him at the subway that they took him straight to slammer 😕,fear
@CP24 And I hope when the police met him at the subway that they took him straight to gaol 😕,fear
@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,anger
@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,sadness
Heard of panic! At the disco? How about Kach-ing! at the ATM,fear
@LeafyIsHere will showing off biceps scare you?,fear
Everywhere I go the air I breathe in tastes like home.' - @The_Currys,fear
@kimdelacreme_ @Srgohdatzme305  I'm there... let me know,sadness
So today I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free,joy
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius,fear
my mom cut my phone off and I'm so furious 🤗,anger
my mom cut my phone off and I'm so angry 🤗,anger
@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness
Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness
Bare videos online but does anyone get rehabilitated? Does anyone actually get assist for their affliction? Or do we jut get twitter videos.,sadness
life is hard. its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife,sadness
life-time is hard. its harder if ur stupid #life-time #love #sadness #sadderness #moreofsad #howdoestears #whatislife-time,sadness
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents,joy
@amychozick @jswatz Not a word about terrorism.,fear
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,fear
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide,fear
Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take since they are very #happy with the returns they make,joy
