Tweet,Emotion
@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost,sadness
I don't know what's worse the new Pizza Hut commercials or the pizza that Pizza Hut makes.,fear
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes,anger
In 2016 Black people are STILL fighting to be recognized as human beings. #cantsleep #angry,anger
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP.,fear
@JogglingDroid @BrancoCarmine @Otto_English yeah #UK was quite the,fear
@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare,fear
Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness
[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,joy
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,fear
@eachus At least he's willing to discuss better than most. That and keep the insults light with occasional levity or creative BS-ing,joy
@kwelbyroberts they will come and you will rejoice at their arrival.,joy
Well this is cheery. #MrRobot,joy
Get to work and there's a fire drill. #fire #burning #outthere #inthedark,anger
Sometimes I like to talk about my sadness.  Other times I just want to be distracted by friends laughter shopping eating...  \n\n#MHChat,joy
@Girlandlurchers Yep peeps on here always out to cheer others up! I'm fine drooling at GBBO x,joy
@kingvee_ don't provoke me to anger,anger
now that I have my future planned out I feel so much happier #goals #life  #igotthis #yay,joy
so gutted i dropped one of my earrings down the sink at school,sadness
@iSmashFizzle that's me all the time. I carry ginger candy peppermint oil and sea-bands at all times,fear
@BBCNews 😝 scared of their own horror story they wrote afraid of the #terror they spread will #europe start WW3 in 2017 anniversary of WW1,fear
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,sadness
@rabpeel snap seems to be a problem here,anger
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger
@MrMalky @kwr66 How awful! Switched off!,fear
Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,fear
Manchester derby at home,anger
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it #shocking,fear
I think it's time to change my #irate motif now that #TalkLikeAPirate Day is over but...Pirate Minion is so cute I don't want to. 😟,anger
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn,anger
@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel,anger
Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness
Honestly there are some awful people on the internet... smh...,fear
@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,joy
@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,fear
Punchline king is back! @Paedeezy 🔥🔥🔥🔥🔥🔥🔥💯💯💯 #bright city lights,joy
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC,fear
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism,joy
This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),sadness
Queen Bey will be smiling over sixth this afternoon,joy
there are magpies gathering around me help I'm going to be swooped ! #terrorism,fear
The animosity toward Hillary comes from conspiracy theories and perception the animosity toward Trump is based on what he says and does.,anger
Saga: When all of your devices and teles fail just in time for bake off  #gbbo,fear
@stephtikkanen oh so true so true. #shudder,fear
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 #raging,anger
I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,anger
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger
Just want Saturday to be over but then again I want to do good #LSAT #nervous,fear
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,anger
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,fear
#GBBO can cheer me up ☺️,joy
@beIIrkes Es I'm serious 23/8,sadness
Bitch worry about me more than I worry about myself 🙄😩,fear
@marcavis @AntisocialJW2 I've always been fiery but never radical.,anger
#Followback Quote_Soup: Be happy not because everything is good but because you can see the good side of everything.,joy
@MarkDice Agreed.So tired of this nonsense . Soros must be elated.,joy
Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,fear
@JohnDotWhite I remember its heyday but these ladies range in age from I'd say mid-30s to early 70s.,joy
My anger is boiling over.,anger
@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip eh !,joy
India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear
A not very young man compiled info on a smiling baby then a mattress created new evil.,joy
But when my mom told me yesterday that it was looking grim and I started driving out there I was told to turn around b/c she was too sick,sadness
If you simply act out of kindness strength and optimism today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9,joy
I'm really hitting all flavors of my sparkling water rap. But you know what's tripping me out? These half French and Spanish flavors.,joy
Fashion week this year is dull AF! Someone inspire me!!!!!! 😩,sadness
I polished my nails but can't find the polish remover. It look like a 3yr old polished my nails lol,fear
guys irritate me,anger
and apparently he's supposed to have a Scottish accent??? I'm,anger
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness
@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,fear
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,anger
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth,sadness
@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,fear
Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,sadness
Yeah I'm hot nigga they say im burning uhhhhh,anger
@ruthwalford95 you may be right but since year the bad events begin with B I'm privately hoping we've got at least C-Z to go 1st,joy
so probably hunger and depression and dissociating equals a weird time anything else,sadness
omg i just heard my dads alarm go off have i really been up all this time,fear
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,joy
Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,sadness
Honestly fuming,anger
@Burnt_Out_Darth @theaterofscifi thanks.,fear
When the sadness leaves you broken in your bed I will hold you in the depths of your despair and it's all in the name of love 🎶,fear
I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,joy
Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball,fear
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,joy
Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean n started #recovery.#Sobriety is #2.,sadness
ya girl is,anger
@yap_yip --an uncertainty. [Halsey teases her lips curving into a jovial smirk.],joy
It really is amazing the money they give to some of these QB's #nfl #texans #brock,fear
@RosieBalls I fear for the future of mankind,fear
My prayers are with the family friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP,sadness
Wine drunk is the worst version of myself ffs don't even remember seeing basshunter,fear
@Chr1sMcLaughlin he's brilliant lost the joyous plot with us that year. Admits being a fan now after that.,joy
@JamieNicks_ it makes complete sense and i'm elated to hear this :],joy
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,sadness
@BBTooms This is perfect example of why what paul said about her was right.  One of the most ignorant competitors ive seen. #bully #c$%t,fear
@imDevinLopez happy bday bro! 👌🏻,joy
.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.',joy
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,joy
My leg feels like it's gonna burst yet I'm still expected to go into work:):),anger
@rosyIipH glee glee glee glee gLEE GLEE i LOST LOST LOST lowe much,joy
Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling not something Derbyshire would recognise #GBBO,fear
Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures!  #dental,joy
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger
Val downing a bottle of vodka there to stop her from shaking! #GBBO,fear
@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races cultures and creeds &amp; they should be castrated,anger
I'm a shy person,fear
We are elated to have @lisavol Sid Espinosa and @dyuliharris ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare,joy
@John_Hanna he has become so dreary also yes...,sadness
When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife,anger
When it comes to Syria I get very fucking annoyed at pessimism like I get full on triggered. Optimism or gtfo.,sadness
But 'for me not to worry they'll get a glass guy over and bill us for it',fear
Super shitting it about this tattoo #nervous,fear
god Facebook's design has started to remind me of MySpace in its heyday,joy
I took a yr off school and I'm proud to say I got accepted again yo girl is going to finish!,joy
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear
Buying an early entry tickets at @EGX means fuck all expect a complaint email when I get home #shocking service,fear
Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,joy
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,joy
Candice on great british bake off with that pout does my head in 👊🏻🙄,sadness
Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,sadness
What a #lively #lovely #shower 😇 ..,joy
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear
I don't want speak front to him #afraid #intimidate #nopanicattack,fear
@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,fear
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy
@JohnGDryden Gud morning sir keep smiling!,joy
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳,fear
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor,joy
@Devilligan It's a beautifully sincere balancing act of grief and hilarity.,joy
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger
@lydss_xx @tharealversace @fatbellybella fuckin luv incense this is me as fuck 😂,anger
@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with my pleasure comes from their pleasure.,joy
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat,anger
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear
If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,fear
@Netflix_ME penny dreadful season 3?,fear
What day is it #lost,sadness
@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot,joy
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness
@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch,anger
@SeanUnfiltered Texans are scared of this bunch!,fear
@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage,fear
He replied to my comments 4 times now i'm shaking omg,fear
I have serious separation anxiety 😭😭💔,fear
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy
it's horrible cos no one can relate  everyone is happy and dandy in one way or another,fear
Just died from laughter after seeing that😂😭😂😭,joy
why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up when they're tired just. always,joy
🙃 back to school aka back to social anxiety 🙃,fear
@HomeSwapperteam  Spent months arranging swap  new jobs etc now I've found out she's been leading me on a merry dance. #fuming with her,anger
onus is on Pakistan' : MEAIndia after #Uri #terror attack,fear
#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India,fear
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear
@IndyMN I thought the holidays could not get any more cheerful and then I met you. #TheNiceBot,joy
As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself the gun lobby must be rejoicing.,joy
Cuddling literally kills depression relieves anxiety and strengthens the immune system.,sadness
I genuinely think I have anger issues,anger
For what a beautiful day.,joy
My life went from happy to unhappy..,sadness
@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!,joy
#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog BAD! Total code-brown in my favorite pants. #Damnit,fear
Shame on you @SkyNews showing an elephant being hunted and killed #shocking,fear
@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before!,fear
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary and he thinks she's going to pop up any time!,fear
Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter,joy
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz,anger
@JaredWyand Maybe if it was transgender the media would cover it #outrage,anger
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈,joy
Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,sadness
@deshbhakthoon always unhappy and easily offended.,anger
@rgam0rtis it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone,fear
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,anger
Ananya just grabbed a bible opened it started reading and then said 'where do they talk about burning people?',anger
@ParrishWalton @kjmgolf Also our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.,anger
But this is the internet age so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge.,fear
This maybe a new start but it will always be align with the end.  #forward,fear
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli,fear
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic,fear
I really wanna take advantage of UofW's gym but i'm shy af.,fear
#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life Everyone too #afraid to say something?,fear
@Zen1dfabflake You are all our angelic comrades!,fear
@mcrichard awe that's adorable,fear
I miss my gran singing Rawhide in her deep baritone growl.,anger
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,anger
Back on my #bully,fear
Of cheerfulness or a good temper - the more it is spent the more of it remains.,joy
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,fear
If a cop is going to pull a gun on you for no reason at all and threaten you you should be able to merk his ass and walk away.,fear
I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌,joy
@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell boiling in a pot of shit (actual shit),anger
Life is too short so dont shoot it in with worries sadness and grief.,sadness
Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,anger
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!!,anger
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness
Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable,fear
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software,fear
@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,sadness
It's not that the man did not know how to juggle he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol,joy
@DSDambuster just finally started #homefronttherevolution what did you all do the story and gameplay???  #wasteofmoney,fear
#Peiyophobilia :) An advice from @anirudhofficial don't fear for #Devil! Sure shot✌ @iam_str voice more energetic.Xtremly foot tapping one 👌,fear
#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,fear
My anxiety is playing around HELP!!!!!,fear
There is no dark side in the moon. In fact it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon',sadness
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,joy
No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.,anger
@Phin_MacCool That’s shocking,fear
People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness
Too many are on their 'yeah the thing going on with cops shooting innocent people is sad - but just not in my backyard so..'  #blm,sadness
Whether you are rejoicing or fighting back tears God wants to share the moment with you.,joy
Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.,joy
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet.,fear
Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,anger
@AMB4JC @drtonyevans It's our job the job of people who r still sane still ok in life to help the lost to find themselves &amp; love eachother,sadness
Having one of those #angry days. I will have to stop watching #news.,anger
@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really really enjoy that hotel Shennan. #fuming,anger
@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,sadness
Late night #thoughts. Feeling #restless.,fear
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament!,anger
Rooney = whipping boy. #mufc,sadness
And here we go again 😓,fear
How is that in 2016 a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible,fear
I hate that if I don't start the conversation there won't be one.,fear
Ya tremble like Mr. Cooper yo we hanging,fear
People who cheer for sports teams completely outside of New Jersey or PA piss me off,joy
still shaking though 🙃,fear
If you have the ability to make someone happy or to make someone #smile do it! The world needs more of that right about now. #CreateLove ☺️,joy
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,anger
@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size think of the ASP jump,fear
@Sami749263491 yeah whatever whahibbi are #muslims just a sect as you know  #islam is synonymous with #rape and,fear
Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
the day they disclosed they caught her googling cholroform we were fucking aghast,fear
LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,anger
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear
@TenPercent @emmajtracey @MetroUK not at all surprised unf getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic,fear
@falklands_utd @mauriciomacri \nbecause distrust in life  Argentina has a lot of heart and this President is worth every vote.,fear
(whisper) I cannot frown.,anger
@Apple thanks for ios10 update even the best app @telegram freezing and crashing on SE. #angry,anger
I hate when it's gloomy outside because it always gets me in a depressing mood,sadness
Last night my stomach was hurting and today I have a horrible headache. I can never win,fear
And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.,fear
#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up,anger
@mywrldsbl I can be your wolf if you want. Hihi~ #breezy,joy
Tweeting from the sporadic wifi on the tube,fear
With a jovial Trump on his ass Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump,joy
@xandraaa5 @amayaallyn6 shut up hashtags are cool,anger
@luckiiCHARM_ Luckii I'm changing in so many ways bc of Him!! It's a scary but joyful feeling making me so strong.,joy
.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …,joy
@Blewberry02CP Content updates provoke that income.,anger
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,fear
@C1TYofFL1NT This will haunt my dreams. @JoePrich,fear
I truly feel like science has the ability to make a milk out of anything ... cashew milk hemp milk pine nut milk dandelion milk,sadness
@BarackObama I love Lizzy Warren's latest rage against Wall Street.,anger
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,fear
Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺,joy
Feels grim not having your nails done,sadness
I'm such a shy person oh my lord,fear
@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec,anger
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness
@Singaholic121 Good morning love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey,joy
Not sorry for that burst of anti #Allo spam fuck any messaging app launching in 2016 without encryption on by default.,anger
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!,anger
@dlrwills turn that frown upside down buddy 🙃.,anger
Starting not to give a fuck and stopped fearing the consequence,fear
Chris ate all my mac n cheese so imma eat all his taffy,anger
Her charm is liveliness but this is also her weakness.,joy
Man Utd are shambles that was horrific 😭😭😭,fear
I wish there was a #glee version of @ShawnMendes Stitches. @GLEEonFOX #gleekforever,joy
Are you lost in the fury fearing that you'll fail?,anger
Being #relentless is absolutely the only way to success. Never ever ever give up!,anger
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy
@POCX100 Please don't sulk over your defeat. Come on. Head up!,sadness
Can't believe I've only got 2 days off left 🙄 #backtoreality,anger
@ScmCIafIin 'Don't you know how nervous I was to see you?',fear
During the day @JeffProbst is jovial. At #TribalCouncil he's a different  darker fellow.  Still simply but smiles are few. #Survivor,joy
They gonna give this KKk police bitch the minimum sentence..just wattch,anger
I dread this drive every Wednesday 😩,fear
I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness
@makemytripcare but what I am doing is in my control #AvoidMMT  you guys are,fear
I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,fear
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,fear
Anyyyyone wanna go to fright fest with me on Friday night? 👻,fear
Learning is key while converting your leaning to someone else is door so when you do both you will open the door of success.\n\n#x33 #smile,joy
Bojack Horseman: the saddest show ever written?? #depression #season1,sadness
today has been terrible but tonight will end better because I get to see Malik ❤️,fear
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,fear
Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer and you'll be absolutely miserable with the .,anger
If you find me lost will you stay as a passerby or will you get lost with me? #musings #melancholy,sadness
Tears and eyes can dry but I won't I'm burning like the wire in a lightbulb,anger
@CCTakato at least in crystal every part of it is portrayed as being WRONG the dark atmosphere the fact that mamoru is brainwashed,sadness
What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness
@KevinI @GGGBoxing @SpecialKBrook pretty average klitschko fury did about 600k and Joshua white did about 450k,anger
Is this the Krusty Krab?\n\nNo this is crippling depression,sadness
@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?,anger
A MOMENT:\nIf you kill it in the spirit it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride,sadness
Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.,anger
Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,sadness
Skydive booked 😁😁 #nervous 🛩,fear
And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,joy
Kudos to TC for benching Bruce. He isn't helping the team so he rides pine. We have games to win. Discussion over. #Mets,sadness
First College Math Test tomorrow #nervous,fear
Let's refuse to live in #fear - #sotoventures,fear
Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues,sadness
I'm allowed to sulk,sadness
@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood,anger
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is,sadness
i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's,joy
@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too,joy
Rojo is just terrible how is he in our team 😂😂,fear
Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,anger
Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy
Brb going 2 start killing random white people going about their normal days. Don't worry though i'm white so they will safely apprehend me,fear
@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,fear
@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life you incredibly talented maker of mirth.,joy
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe,fear
@NicKeaney Hope they refuse :( x #depressing,sadness
No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear
This is a joke @SomersetCCC,anger
@LaureEve I am sitting here wrapped in a fluffy blanket with incense burning listening to Bon Iver and drinking mulled wine. I'm there.,anger
@Megane_Matt @HikariMorou next to despair hope shines even brighter (you get me Matt),sadness
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible,fear
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder,anger
@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy
Loved @Bethenny independence msg on @WendyWilliams be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent,joy
@CSNHayes understandable. Hard when he has zero offense behind him and only a few wins since the All-Star Break.,anger
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,anger
Watch this amazing live.ly broadcast by @its.finfin #lively #musically,joy
